state_key,action_key,action,game,round
"pub_()_priv_('2', '5')_2.0_J_1",take_discard_1,"{'type': 'take_discard', 'position': 1}",1,1
"pub_('J',)_priv_('2', '5')_-8.0_K_2",take_discard_0,"{'type': 'take_discard', 'position': 0}",1,2
"pub_('J', 'K')_priv_('2', '5')_-2.0_3_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",1,3
"pub_('3', 'J', 'K')_priv_('5',)_6.0_3_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",1,4
