state,action,q_value
"pub_()_priv_('9', 'Q')_12.0_Q_1",take_discard_3,0.019000000000000003
"pub_('A', 'Q')_priv_('Q',)_-7.5_10_3",draw_deck_1,0.010000000000000002
"pub_('A', 'J', 'Q')_priv_('Q',)_-16.0_6_4",draw_deck_flip_2,1.01
"pub_('A', 'J', 'Q')_priv_('Q',)_-16.0_6_4",take_discard_3,-0.49000000000000005
"pub_('A', 'J', 'Q')_priv_('Q',)_-16.0_6_4",draw_deck_3,0.0
"pub_('A', 'J', 'Q')_priv_('Q',)_-16.0_6_4",draw_deck_flip_3,0.0
"pub_('9',)_priv_('9',)_-8.0_10_2",draw_deck_0,0.010000000000000002
"pub_()_priv_('9', 'Q')_12.0_9_1",take_discard_2,0.010000000000000002
"pub_('4', '9')_priv_('9',)_-4.5_8_3",draw_deck_1,0.010000000000000002
"pub_('4', '9', 'K')_priv_('9',)_-9.0_J_4",draw_deck_3,-0.49000000000000005
"pub_('2',)_priv_('A',)_-6.0_10_2",draw_deck_0,0.019000000000000003
"pub_()_priv_('A', 'K')_3.0_2_1",take_discard_3,0.0199
"pub_()_priv_('A', 'K')_3.0_2_1",take_discard_2,0.010000000000000002
"pub_('2', '8')_priv_('A',)_-6.0_2_3",draw_deck_flip_1,0.010000000000000002
"pub_('2', '8', '8')_priv_('A',)_-3.0_4_4",draw_deck_2,-0.19
"pub_('7',)_priv_('7',)_-5.0_9_2",draw_deck_0,0.027100000000000006
"pub_()_priv_('10', '7')_0.0_4_1",draw_deck_3,0.010000000000000002
"pub_('6', '7')_priv_('7',)_9.5_6_3",take_discard_1,0.010000000000000002
"pub_('6', '6', '7')_priv_('7',)_-7.0_J_4",draw_deck_flip_2,1.01
"pub_('9',)_priv_('5', '8')_-7.5_4_2",draw_deck_2,0.010000000000000002
"pub_()_priv_('5', '8')_-6.0_3_1",draw_deck_0,0.010000000000000002
"pub_('7', '9')_priv_('5',)_-5.5_J_3",draw_deck_1,0.010000000000000002
"pub_('4', '7', '9')_priv_('5',)_1.5_J_4",take_discard_3,-0.49000000000000005
"pub_('Q',)_priv_('10', '3')_13.5_Q_2",take_discard_3,0.010000000000000002
"pub_()_priv_('10', '3')_-1.5_6_1",draw_deck_0,0.028000000000000004
"pub_('Q', 'Q')_priv_('3',)_-6.5_10_3",draw_deck_1,0.010000000000000002
"pub_('2', 'Q', 'Q')_priv_('3',)_2.0_J_4",take_discard_2,1.01
