state_key,action_key,action,game,round
"pub_('4', '5', '8')_priv_('10',)_-7.0_K_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",16,4
"pub_()_priv_('7', 'K')_-1.5_6_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",17,1
"pub_('7',)_priv_('7', 'K')_-10.0_3_2",draw_deck_flip_3,"{'type': 'draw_deck', 'keep': False, 'flip_position': 3}",17,2
"pub_('7', '7')_priv_('K',)_5.0_J_3",take_discard_1,"{'type': 'take_discard', 'position': 1}",17,3
"pub_('7', '7', 'J')_priv_('K',)_2.5_3_4",take_discard_2,"{'type': 'take_discard', 'position': 2}",17,4
"pub_()_priv_('2', '9')_-3.0_4_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",18,1
"pub_('J',)_priv_('2', '9')_-3.0_5_2",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",18,2
"pub_('10', 'J')_priv_('2', '9')_-5.0_6_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",18,3
"pub_('10', '10', 'J')_priv_('9',)_3.5_2_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",18,4
"pub_()_priv_('3', '8')_-3.5_6_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",19,1
"pub_('3',)_priv_('3', '8')_-9.0_6_2",draw_deck_flip_2,"{'type': 'draw_deck', 'keep': False, 'flip_position': 2}",19,2
"pub_('3', '3')_priv_('8',)_-5.0_Q_3",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",19,3
"pub_('3', '3', '6')_priv_('8',)_-5.0_K_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",19,4
"pub_()_priv_('7', 'K')_-6.0_9_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",20,1
"pub_('5',)_priv_('7', 'K')_2.0_2_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",20,2
"pub_('2', '5')_priv_('7', 'K')_-4.5_8_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",20,3
"pub_('10', '2', '5')_priv_('K',)_5.0_2_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",20,4
"pub_()_priv_('A', 'Q')_1.0_J_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",21,1
"pub_('J',)_priv_('A', 'Q')_-9.0_K_2",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",21,2
"pub_('6', 'J')_priv_('A', 'Q')_-9.5_10_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",21,3
"pub_('6', '7', 'J')_priv_('A',)_-10.0_Q_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",21,4
"pub_()_priv_('10', '6')_-1.0_3_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",22,1
"pub_('J',)_priv_('10', '6')_-4.5_9_2",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",22,2
"pub_('7', 'J')_priv_('10', '6')_-6.5_Q_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",22,3
"pub_('2', '7', 'J')_priv_('10',)_-0.5_5_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",22,4
"pub_()_priv_('K', 'K')_-9.0_9_1",draw_deck_flip_1,"{'type': 'draw_deck', 'keep': False, 'flip_position': 1}",23,1
"pub_('J',)_priv_('K', 'K')_0.0_5_2",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",23,2
"pub_('5', 'J')_priv_('K', 'K')_5.5_J_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",23,3
"pub_('5', 'J', 'J')_priv_('K',)_-4.5_K_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",23,4
"pub_()_priv_('A', 'A')_-5.0_6_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",24,1
"pub_('6',)_priv_('A', 'A')_-7.5_8_2",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",24,2
"pub_('2', '6')_priv_('A', 'A')_-9.5_10_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",24,3
"pub_('2', '6', 'Q')_priv_('A',)_-9.5_9_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",24,4
"pub_()_priv_('6', '8')_-6.0_9_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",25,1
"pub_('8',)_priv_('6', '8')_-12.0_4_2",draw_deck_flip_2,"{'type': 'draw_deck', 'keep': False, 'flip_position': 2}",25,2
"pub_('8', '8')_priv_('6',)_0.0_4_3",take_discard_1,"{'type': 'take_discard', 'position': 1}",25,3
"pub_('4', '8', '8')_priv_('6',)_-5.0_9_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",25,4
"pub_()_priv_('10', 'K')_-1.5_4_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",26,1
"pub_('5',)_priv_('10', 'K')_-8.0_Q_2",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",26,2
"pub_('5', '8')_priv_('10', 'K')_3.0_A_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",26,3
"pub_('5', '8', 'A')_priv_('10',)_-6.0_K_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",26,4
"pub_()_priv_('3', 'J')_-1.0_A_1",draw_deck_flip_3,"{'type': 'draw_deck', 'keep': False, 'flip_position': 3}",27,1
"pub_('J',)_priv_('3',)_2.5_J_2",take_discard_0,"{'type': 'take_discard', 'position': 0}",27,2
"pub_('J', 'J')_priv_('3',)_1.5_A_3",take_discard_1,"{'type': 'take_discard', 'position': 1}",27,3
"pub_('A', 'J', 'J')_priv_('3',)_0.5_2_4",take_discard_2,"{'type': 'take_discard', 'position': 2}",27,4
"pub_()_priv_('5', 'Q')_-5.0_7_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",28,1
"pub_('8',)_priv_('5', 'Q')_1.0_J_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",28,2
"pub_('8', 'J')_priv_('5', 'Q')_-4.0_7_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",28,3
"pub_('8', 'J', 'Q')_priv_('Q',)_-15.0_5_4",draw_deck_flip_3,"{'type': 'draw_deck', 'keep': False, 'flip_position': 3}",28,4
"pub_()_priv_('3', '7')_-8.0_10_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",29,1
"pub_('8',)_priv_('3', '7')_0.0_2_2",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",29,2
"pub_('8', 'J')_priv_('3', '7')_-5.0_7_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",29,3
"pub_('8', 'A', 'J')_priv_('7',)_4.0_J_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",29,4
"pub_()_priv_('3', '7')_-6.5_9_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",30,1
"pub_('5',)_priv_('3', '7')_2.0_J_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",30,2
"pub_('5', 'J')_priv_('3', '7')_2.0_J_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",30,3
"pub_('5', 'J', 'J')_priv_('7',)_-5.5_Q_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",30,4
"pub_()_priv_('2', 'K')_-8.0_K_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",31,1
"pub_('Q',)_priv_('2', 'K')_-8.0_9_2",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",31,2
"pub_('8', 'Q')_priv_('2', 'K')_10.5_Q_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",31,3
"pub_('8', 'Q', 'Q')_priv_('2',)_-3.0_4_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",31,4
"pub_()_priv_('6', 'K')_-8.0_8_1",draw_deck_flip_0,"{'type': 'draw_deck', 'keep': False, 'flip_position': 0}",32,1
"pub_('J',)_priv_('6', 'K')_-3.0_5_2",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",32,2
"pub_('4', 'J')_priv_('6', 'K')_4.0_J_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",32,3
"pub_('4', 'J', 'J')_priv_('K',)_2.5_3_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",32,4
"pub_()_priv_('2', 'K')_-3.0_4_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",33,1
"pub_('4',)_priv_('2', 'K')_-9.5_10_2",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",33,2
"pub_('2', '4')_priv_('2', 'K')_0.0_2_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",33,3
"pub_('2', '3', '4')_priv_('2',)_-12.0_Q_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",33,4
"pub_()_priv_('10', '7')_-1.0_5_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",34,1
"pub_('2',)_priv_('10', '7')_0.5_4_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",34,2
"pub_('2', '4')_priv_('10', '7')_-4.0_8_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",34,3
"pub_('2', '3', '4')_priv_('10',)_-2.5_7_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",34,4
"pub_()_priv_('2', '4')_1.0_A_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",35,1
"pub_('A',)_priv_('2', '4')_-3.5_5_2",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",35,2
"pub_('9', 'A')_priv_('2', '4')_-2.0_3_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",35,3
"pub_('9', 'A', 'K')_priv_('4',)_-9.0_Q_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",35,4
"pub_()_priv_('5', '8')_0.0_4_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",36,1
"pub_('3',)_priv_('5', '8')_-6.5_Q_2",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",36,2
"pub_('3', '8')_priv_('5', '8')_-18.0_10_3",draw_deck_flip_2,"{'type': 'draw_deck', 'keep': False, 'flip_position': 2}",36,3
"pub_('3', '8', '8')_priv_('5',)_-4.5_8_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",36,4
"pub_()_priv_('9', 'Q')_-8.0_Q_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",37,1
"pub_('7',)_priv_('9', 'Q')_1.0_J_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",37,2
"pub_('7', 'J')_priv_('9', 'Q')_2.5_2_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",37,3
"pub_('2', '7', 'J')_priv_('9',)_11.5_7_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",37,4
"pub_()_priv_('10', 'Q')_1.0_A_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",38,1
"pub_('A',)_priv_('10', 'Q')_-5.5_7_2",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",38,2
"pub_('A', 'K')_priv_('10', 'Q')_14.5_K_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",38,3
"pub_('A', 'K', 'K')_priv_('Q',)_2.5_3_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",38,4
"pub_()_priv_('9', 'Q')_2.0_J_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",39,1
"pub_('J',)_priv_('9', 'Q')_-6.0_8_2",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",39,2
"pub_('4', 'J')_priv_('9', 'Q')_2.0_3_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",39,3
"pub_('3', '4', 'J')_priv_('Q',)_4.0_A_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",39,4
"pub_()_priv_('2', '3')_1.0_A_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",40,1
"pub_('A',)_priv_('2', '3')_-3.5_5_2",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",40,2
"pub_('4', 'A')_priv_('2', '3')_2.5_A_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",40,3
"pub_('4', 'A', 'A')_priv_('3',)_0.0_2_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",40,4
"pub_()_priv_('5', '8')_-1.0_2_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",41,1
"pub_('4',)_priv_('5', '8')_-0.5_A_2",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",41,2
"pub_('2', '4')_priv_('5', '8')_-5.5_9_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",41,3
"pub_('2', '4', 'K')_priv_('5',)_-8.0_10_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",41,4
"pub_()_priv_('10', '6')_0.0_4_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",42,1
"pub_('7',)_priv_('10', '6')_-6.5_K_2",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",42,2
"pub_('7', 'K')_priv_('6',)_-1.5_4_3",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",42,3
"pub_('4', '7', 'K')_priv_('6',)_-8.0_10_4",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",42,4
"pub_()_priv_('2', '3')_-10.0_K_1",draw_deck_flip_1,"{'type': 'draw_deck', 'keep': False, 'flip_position': 1}",43,1
"pub_('J',)_priv_('2', '3')_-7.0_9_2",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",43,2
"pub_('8', 'J')_priv_('2', '3')_-6.0_7_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",43,3
"pub_('4', '8', 'J')_priv_('3',)_-6.0_7_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",43,4
"pub_()_priv_('2', '2')_-9.0_9_1",draw_deck_flip_0,"{'type': 'draw_deck', 'keep': False, 'flip_position': 0}",44,1
"pub_('J',)_priv_('2', '2')_-8.0_K_2",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",44,2
"pub_('4', 'J')_priv_('2', '2')_-1.5_3_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",44,3
"pub_('3', '4', 'J')_priv_('2',)_5.5_4_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",44,4
"pub_()_priv_('A', 'J')_-2.0_2_1",draw_deck_flip_3,"{'type': 'draw_deck', 'keep': False, 'flip_position': 3}",45,1
"pub_('J',)_priv_('A',)_1.0_J_2",take_discard_0,"{'type': 'take_discard', 'position': 0}",45,2
"pub_('J', 'J')_priv_('A',)_-9.0_K_3",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",45,3
"pub_('A', 'J', 'J')_priv_('A',)_-11.0_Q_4",draw_deck_flip_2,"{'type': 'draw_deck', 'keep': False, 'flip_position': 2}",45,4
"pub_()_priv_('3', 'Q')_-10.0_K_1",draw_deck_flip_1,"{'type': 'draw_deck', 'keep': False, 'flip_position': 1}",46,1
"pub_('J',)_priv_('3', 'Q')_-1.5_4_2",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",46,2
"pub_('5', 'J')_priv_('3', 'Q')_-8.0_10_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",46,3
"pub_('5', 'J', 'J')_priv_('3',)_-6.0_8_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",46,4
"pub_()_priv_('2', '8')_0.0_J_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",47,1
"pub_('J',)_priv_('2', '8')_-5.0_7_2",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",47,2
"pub_('10', 'J')_priv_('2', '8')_-7.0_8_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",47,3
"pub_('10', '9', 'J')_priv_('2',)_-3.0_3_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",47,4
"pub_()_priv_('4', '5')_-7.0_Q_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",48,1
"pub_('4',)_priv_('4', '5')_-13.0_9_2",draw_deck_flip_3,"{'type': 'draw_deck', 'keep': False, 'flip_position': 3}",48,2
"pub_('4', '4')_priv_('5',)_0.0_4_3",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",48,3
"pub_('4', '4', '8')_priv_('5',)_-1.0_4_4",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",48,4
"pub_()_priv_('2', '3')_-8.0_10_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",49,1
"pub_('10',)_priv_('2', '3')_-1.0_2_2",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",49,2
"pub_('10', 'J')_priv_('2', '3')_-7.0_8_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",49,3
"pub_('10', 'J', 'Q')_priv_('3',)_-3.0_4_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",49,4
"pub_()_priv_('10', '9')_-5.5_8_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",50,1
"pub_('7',)_priv_('10', '9')_-6.0_8_2",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",50,2
"pub_('5', '7')_priv_('10', '9')_-2.5_6_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",50,3
"pub_('5', '7', 'J')_priv_('9',)_-6.5_10_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",50,4
"pub_()_priv_('8', 'A')_-10.0_Q_1",draw_deck_flip_1,"{'type': 'draw_deck', 'keep': False, 'flip_position': 1}",51,1
"pub_('J',)_priv_('8', 'A')_1.0_J_2",take_discard_0,"{'type': 'take_discard', 'position': 0}",51,2
"pub_('J', 'J')_priv_('8', 'A')_-5.0_6_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",51,3
"pub_('8', 'J', 'J')_priv_('A',)_-1.5_2_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",51,4
"pub_()_priv_('10', '8')_-4.0_9_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",52,1
"pub_('5',)_priv_('10', '8')_-1.5_6_2",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",52,2
