state,action,q_value,last_action
"pub_('A', 'A', 'Q')_priv_('K',)_-2.5_7_4",draw_deck_3,1.01,"g_3_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', '2', 'J')_priv_('6',)_1.5_3_4",take_discard_3,1.01,"g_4_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '4', 'J')_priv_('7',)_6.5_2_4",take_discard_2,1.01,"g_5_r_4: {'type': 'take_discard', 'position': 2}"
"pub_('2', '8', 'Q')_priv_('Q',)_-14.0_4_4",draw_deck_flip_3,1.01,"g_6_r_4: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_('6', '6', '7')_priv_('4',)_-7.5_Q_4",draw_deck_3,1.01,"g_8_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('10', 'Q', 'Q')_priv_('3',)_-3.5_5_4",draw_deck_3,1.01,"g_9_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', '3', 'K')_priv_('A',)_-9.5_9_4",draw_deck_2,1.01,"g_10_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('A', 'J', 'J')_priv_('K',)_-3.0_9_4",draw_deck_2,1.01,"g_11_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('3', '3', 'J')_priv_('10',)_-4.5_10_4",draw_deck_3,1.01,"g_13_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('7', '7', 'A')_priv_('10',)_3.5_2_4",take_discard_3,1.01,"g_15_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('7', '7', 'J')_priv_('K',)_2.5_3_4",take_discard_2,1.01,"g_17_r_4: {'type': 'take_discard', 'position': 2}"
"pub_('3', '3', '6')_priv_('8',)_-5.0_K_4",draw_deck_3,1.01,"g_19_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('10', '2', '5')_priv_('K',)_5.0_2_4",take_discard_3,1.01,"g_20_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('6', '7', 'J')_priv_('A',)_-10.0_Q_4",draw_deck_3,1.01,"g_21_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', '7', 'J')_priv_('10',)_-0.5_5_4",draw_deck_3,1.01,"g_22_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('5', 'J', 'J')_priv_('K',)_-4.5_K_4",draw_deck_3,1.01,"g_23_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('4', '8', '8')_priv_('6',)_-5.0_9_4",draw_deck_3,1.01,"g_25_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('5', '8', 'A')_priv_('10',)_-6.0_K_4",draw_deck_3,1.01,"g_26_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('A', 'J', 'J')_priv_('3',)_0.5_2_4",take_discard_2,1.01,"g_27_r_4: {'type': 'take_discard', 'position': 2}"
"pub_('8', 'J', 'Q')_priv_('Q',)_-15.0_5_4",draw_deck_flip_3,1.01,"g_28_r_4: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_('8', 'A', 'J')_priv_('7',)_4.0_J_4",take_discard_3,1.01,"g_29_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('8', 'Q', 'Q')_priv_('2',)_-3.0_4_4",draw_deck_3,1.01,"g_31_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('4', 'J', 'J')_priv_('K',)_2.5_3_4",take_discard_3,1.01,"g_32_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '3', '4')_priv_('10',)_-2.5_7_4",draw_deck_3,1.01,"g_34_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('3', '8', '8')_priv_('5',)_-4.5_8_4",draw_deck_3,1.01,"g_36_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', '7', 'J')_priv_('9',)_11.5_7_4",take_discard_3,1.01,"g_37_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('A', 'K', 'K')_priv_('Q',)_2.5_3_4",take_discard_3,1.01,"g_38_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', '4', 'J')_priv_('Q',)_4.0_A_4",take_discard_3,1.01,"g_39_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('4', 'A', 'A')_priv_('3',)_0.0_2_4",take_discard_3,1.01,"g_40_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '4', 'K')_priv_('5',)_-8.0_10_4",draw_deck_3,1.01,"g_41_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('3', '4', 'J')_priv_('2',)_5.5_4_4",take_discard_3,1.01,"g_44_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('A', 'J', 'J')_priv_('A',)_-11.0_Q_4",draw_deck_flip_2,1.01,"g_45_r_4: {'type': 'draw_deck', 'keep': False, 'flip_position': 2}"
"pub_('5', 'J', 'J')_priv_('3',)_-6.0_8_4",draw_deck_3,1.01,"g_46_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('4', '4', '8')_priv_('5',)_-1.0_4_4",draw_deck_2,1.01,"g_48_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('10', 'J', 'Q')_priv_('3',)_-3.0_4_4",draw_deck_3,1.01,"g_49_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('5', '7', 'J')_priv_('9',)_-6.5_10_4",draw_deck_3,1.01,"g_50_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('8', 'J', 'J')_priv_('A',)_-1.5_2_4",draw_deck_3,1.01,"g_51_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', '5', '9')_priv_('8',)_3.5_J_4",take_discard_3,1.01,"g_52_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('J', 'J', 'J')_priv_('7',)_3.5_2_4",take_discard_2,1.01,"g_53_r_4: {'type': 'take_discard', 'position': 2}"
"pub_('K', 'K', 'Q')_priv_('5',)_1.0_2_4",take_discard_3,1.01,"g_54_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', 'J', 'Q')_priv_('9',)_-1.0_5_4",draw_deck_3,1.01,"g_55_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('9', 'J', 'K')_priv_('4',)_-5.5_7_4",draw_deck_3,1.01,"g_56_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', '4', 'A')_priv_('5',)_-7.0_Q_4",draw_deck_3,1.01,"g_57_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('10', '3', 'J')_priv_('5',)_-3.5_6_4",draw_deck_2,1.01,"g_58_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('2', '6', '6')_priv_('7',)_-1.5_6_4",draw_deck_3,1.01,"g_59_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('6', 'J', 'J')_priv_('2',)_-8.5_10_4",draw_deck_3,1.01,"g_60_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('5', 'J', 'J')_priv_('8',)_-1.5_6_4",draw_deck_3,1.01,"g_61_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('8', 'J', 'J')_priv_('A',)_-9.5_10_4",draw_deck_2,1.01,"g_63_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('A', 'A', 'J')_priv_('8',)_-2.5_8_4",draw_deck_2,1.01,"g_64_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('9', 'J', 'Q')_priv_('Q',)_-17.0_7_4",draw_deck_flip_3,1.01,"g_65_r_4: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_('5', '8', '8')_priv_('7',)_0.0_4_4",draw_deck_2,1.01,"g_66_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('3', 'A', 'J')_priv_('2',)_-7.5_9_4",draw_deck_3,1.01,"g_68_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('6', '6', 'J')_priv_('K',)_-2.5_8_4",draw_deck_3,1.01,"g_69_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('5', '8', 'K')_priv_('3',)_-8.5_9_4",draw_deck_3,1.01,"g_70_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('7', 'A', 'Q')_priv_('6',)_-8.0_K_4",draw_deck_2,1.01,"g_72_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('2', '5', 'J')_priv_('Q',)_-5.0_Q_4",draw_deck_3,1.01,"g_74_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', '4', 'J')_priv_('9',)_-4.0_9_4",draw_deck_3,1.01,"g_75_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', '8', '8')_priv_('3',)_-7.5_K_4",draw_deck_2,1.01,"g_76_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('3', 'A', 'J')_priv_('5',)_-2.5_6_4",draw_deck_2,1.01,"g_77_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('2', 'Q', 'Q')_priv_('8',)_7.0_2_4",take_discard_2,1.01,"g_78_r_4: {'type': 'take_discard', 'position': 2}"
"pub_('A', 'Q', 'Q')_priv_('3',)_-2.5_5_4",draw_deck_3,1.01,"g_80_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('10', '2', 'A')_priv_('2',)_-8.5_6_4",draw_deck_3,1.01,"g_81_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('J', 'Q', 'Q')_priv_('7',)_3.0_2_4",take_discard_3,1.01,"g_82_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('4', '4', 'A')_priv_('3',)_-3.5_6_4",draw_deck_3,1.01,"g_83_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', '6', 'J')_priv_('9',)_0.5_4_4",take_discard_3,1.01,"g_84_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('4', '4', '5')_priv_('2',)_-9.0_Q_4",draw_deck_3,1.01,"g_85_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', '7', '8')_priv_('9',)_3.0_J_4",take_discard_3,1.01,"g_86_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('5', '5', 'J')_priv_('A',)_1.0_J_4",take_discard_2,1.01,"g_87_r_4: {'type': 'take_discard', 'position': 2}"
"pub_('J', 'J', 'J')_priv_('A',)_-8.0_9_4",draw_deck_3,1.01,"g_89_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('10', '4', 'J')_priv_('A',)_-9.5_K_4",draw_deck_3,1.01,"g_90_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('8', 'A', 'K')_priv_('7',)_3.5_A_4",take_discard_3,1.01,"g_92_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '3', 'A')_priv_('6',)_-6.5_Q_4",draw_deck_3,1.01,"g_93_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('4', 'Q', 'Q')_priv_('4',)_-6.0_2_4",draw_deck_flip_3,1.01,"g_94_r_4: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_('10', '10', '5')_priv_('4',)_-3.5_6_4",draw_deck_3,1.01,"g_96_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('10', '6', '6')_priv_('10',)_-16.0_6_4",draw_deck_flip_3,1.01,"g_97_r_4: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_('4', 'Q', 'Q')_priv_('A',)_-1.5_2_4",draw_deck_3,1.01,"g_98_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', '2', 'J')_priv_()_4.0_2_4",take_discard_1,1.01,"g_99_r_4: {'type': 'take_discard', 'position': 1}"
"pub_('7', 'J', 'J')_priv_('7',)_-8.0_A_4",draw_deck_flip_3,1.01,"g_100_r_4: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_('10', '6', 'J')_priv_('K',)_2.5_A_4",take_discard_3,1.01,"g_102_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('8', 'J', 'J')_priv_('6',)_-6.0_10_4",draw_deck_2,1.01,"g_104_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('A', 'J', 'J')_priv_('4',)_-3.0_6_4",draw_deck_3,1.01,"g_105_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('10', 'J', 'K')_priv_('3',)_-8.0_9_4",draw_deck_3,1.01,"g_106_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('9', '9', 'A')_priv_('3',)_-3.5_6_4",draw_deck_3,1.01,"g_107_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('7', '7', 'Q')_priv_('8',)_1.0_3_4",take_discard_3,1.01,"g_108_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('4', 'J', 'J')_priv_('3',)_-8.0_10_4",draw_deck_2,1.01,"g_109_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('4', '4', 'A')_priv_('K',)_0.0_6_4",draw_deck_3,1.01,"g_110_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', 'A', 'A')_priv_('3',)_-2.5_5_4",draw_deck_3,1.01,"g_112_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', '6', '6')_priv_()_-2.5_6_4",draw_deck_1,1.01,"g_113_r_4: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_('6', '6', '7')_priv_('8',)_-6.0_Q_4",draw_deck_3,1.01,"g_114_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('4', '5', 'J')_priv_('9',)_-6.0_10_4",draw_deck_2,1.01,"g_115_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('3', '3', 'J')_priv_('4',)_2.5_A_4",take_discard_3,1.01,"g_117_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('10', 'J', 'J')_priv_('K',)_4.0_A_4",take_discard_3,1.01,"g_118_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', '6', '6')_priv_('6',)_7.0_3_4",take_discard_3,1.01,"g_119_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', 'A', 'A')_priv_('4',)_-6.0_9_4",draw_deck_2,1.01,"g_120_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('6', '6', 'A')_priv_('9',)_-0.5_6_4",draw_deck_2,1.01,"g_122_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('6', '6', 'Q')_priv_('5',)_0.5_2_4",take_discard_3,1.01,"g_123_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('7', '7', 'J')_priv_('5',)_-6.0_10_4",draw_deck_3,1.01,"g_124_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('J', 'J', 'Q')_priv_('8',)_2.0_2_4",take_discard_3,1.01,"g_127_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('6', '9', 'A')_priv_('4',)_-8.5_K_4",draw_deck_3,1.01,"g_128_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('5', 'J', 'J')_priv_('Q',)_2.0_3_4",take_discard_3,1.01,"g_130_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('4', '4', 'J')_priv_('6',)_0.5_4_4",take_discard_2,1.01,"g_132_r_4: {'type': 'take_discard', 'position': 2}"
"pub_('2', '9', 'A')_priv_('8',)_13.0_9_4",take_discard_3,1.01,"g_133_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('7', 'J', 'J')_priv_('8',)_12.0_7_4",take_discard_3,1.01,"g_134_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('5', 'J', 'J')_priv_('4',)_0.5_2_4",take_discard_3,1.01,"g_135_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('10', '3', '5')_priv_('A',)_10.0_10_4",take_discard_3,1.01,"g_136_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('4', '4', 'J')_priv_('2',)_1.0_A_4",take_discard_3,1.01,"g_137_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('A', 'A', 'J')_priv_('9',)_-4.5_K_4",draw_deck_3,1.01,"g_139_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('8', 'J', 'J')_priv_('K',)_3.5_2_4",take_discard_3,1.01,"g_141_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('7', '7', 'J')_priv_('9',)_-4.5_10_4",draw_deck_2,1.01,"g_142_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('A', 'J', 'Q')_priv_('10',)_0.5_4_4",take_discard_3,1.01,"g_144_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('5', 'A', 'J')_priv_('2',)_-8.5_K_4",draw_deck_3,1.01,"g_145_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('4', '5', '6')_priv_('K',)_-3.5_7_4",draw_deck_3,1.01,"g_146_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', '4', '4')_priv_('9',)_1.5_4_4",take_discard_2,1.01,"g_148_r_4: {'type': 'take_discard', 'position': 2}"
"pub_('4', '9', 'K')_priv_('10',)_2.0_A_4",take_discard_3,1.01,"g_150_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('10', '10', '4')_priv_('5',)_1.0_2_4",take_discard_2,1.01,"g_151_r_4: {'type': 'take_discard', 'position': 2}"
"pub_('3', 'A', 'J')_priv_('9',)_-3.0_8_4",draw_deck_3,1.01,"g_152_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('A', 'A', 'J')_priv_('6',)_-5.5_Q_4",draw_deck_3,1.01,"g_153_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', '3', '8')_priv_('4',)_-8.5_Q_4",draw_deck_3,1.01,"g_154_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', '4', '8')_priv_('3',)_1.0_J_4",take_discard_3,1.01,"g_155_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '3', '5')_priv_('K',)_3.5_A_4",take_discard_3,1.01,"g_156_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', '4', '7')_priv_('10',)_1.5_2_4",take_discard_3,1.01,"g_158_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('J', 'J', 'Q')_priv_('A',)_-7.5_8_4",draw_deck_3,1.01,"g_159_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('10', '6', 'J')_priv_('5',)_-8.0_Q_4",draw_deck_3,1.01,"g_161_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('3', 'K', 'K')_priv_('7',)_-3.0_7_4",draw_deck_3,1.01,"g_162_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('4', '4', 'A')_priv_('5',)_2.0_2_4",take_discard_3,1.01,"g_163_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('J', 'J', 'Q')_priv_('K',)_2.5_2_4",take_discard_3,1.01,"g_164_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('5', 'A', 'Q')_priv_('4',)_6.5_5_4",take_discard_3,1.01,"g_165_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', 'A', 'J')_priv_('5',)_4.5_A_4",take_discard_3,1.01,"g_166_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', '8', '8')_priv_('6',)_-6.5_K_4",draw_deck_3,1.01,"g_168_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('J', 'Q', 'Q')_priv_('9',)_3.5_2_4",take_discard_3,1.01,"g_169_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('5', '6', 'J')_priv_('7',)_-4.0_7_4",draw_deck_3,1.01,"g_171_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('3', 'J', 'J')_priv_('10',)_3.5_2_4",take_discard_3,1.01,"g_173_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('4', '9', 'J')_priv_('A',)_-7.0_7_4",draw_deck_2,1.01,"g_174_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('3', '3', '8')_priv_('Q',)_4.0_A_4",take_discard_3,1.01,"g_176_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', '7', 'A')_priv_('3',)_-5.5_2_4",draw_deck_3,1.01,"g_177_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('3', 'A', 'Q')_priv_('5',)_-4.0_6_4",draw_deck_3,1.01,"g_178_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', 'A', 'J')_priv_('6',)_-1.0_5_4",draw_deck_3,1.01,"g_180_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('8', '8', 'K')_priv_('A',)_-4.5_5_4",draw_deck_3,1.01,"g_181_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('9', 'J', 'J')_priv_('K',)_0.5_4_4",take_discard_3,1.01,"g_182_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('A', 'A', 'J')_priv_('Q',)_-1.0_7_4",draw_deck_3,1.01,"g_183_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', 'J', 'J')_priv_('9',)_4.5_A_4",take_discard_3,1.01,"g_187_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '2', 'Q')_priv_('6',)_-3.5_7_4",draw_deck_3,1.01,"g_189_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('3', '6', 'J')_priv_('Q',)_10.5_6_4",take_discard_3,1.01,"g_190_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '6', 'J')_priv_('5',)_9.5_6_4",take_discard_3,1.01,"g_191_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '6', '6')_priv_('Q',)_-2.0_7_4",draw_deck_2,1.01,"g_194_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('A', 'J', 'Q')_priv_('2',)_-6.0_7_4",draw_deck_3,1.01,"g_195_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('9', '9', 'J')_priv_('Q',)_-0.5_6_4",draw_deck_2,1.01,"g_196_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('J', 'J', 'Q')_priv_('Q',)_-16.0_6_4",draw_deck_flip_2,1.01,"g_198_r_4: {'type': 'draw_deck', 'keep': False, 'flip_position': 2}"
"pub_('3', 'A', 'K')_priv_('5',)_0.0_2_4",take_discard_3,1.01,"g_199_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('9', 'J', 'K')_priv_('2',)_-1.5_2_4",draw_deck_3,1.01,"g_200_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('10', 'A', 'Q')_priv_('7',)_12.5_Q_4",take_discard_3,1.01,"g_201_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('10', '2', 'J')_priv_('5',)_-0.5_3_4",draw_deck_3,1.01,"g_202_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('7', 'A', 'J')_priv_('3',)_-7.5_9_4",draw_deck_3,1.01,"g_203_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('10', '2', 'J')_priv_('A',)_-10.0_K_4",draw_deck_3,1.01,"g_204_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('8', '8', 'J')_priv_('2',)_-7.0_9_4",draw_deck_3,1.01,"g_205_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('A', 'J', 'J')_priv_('6',)_-5.5_Q_4",draw_deck_3,1.01,"g_208_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', '3', '4')_priv_('10',)_-5.5_K_4",draw_deck_3,1.01,"g_210_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', '6', 'J')_priv_('9',)_-5.5_10_4",draw_deck_2,1.01,"g_211_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('4', '8', 'J')_priv_('K',)_-4.5_9_4",draw_deck_3,1.01,"g_213_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('9', 'Q', 'Q')_priv_('2',)_-9.0_K_4",draw_deck_2,1.01,"g_214_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('7', '7', 'J')_priv_('10',)_-4.5_K_4",draw_deck_3,1.01,"g_215_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('10', '2', 'J')_priv_('9',)_1.0_4_4",take_discard_3,1.01,"g_218_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('9', 'J', 'J')_priv_('6',)_1.0_3_4",take_discard_3,1.01,"g_219_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '3', '5')_priv_('9',)_-1.5_6_4",draw_deck_3,1.01,"g_220_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('7', '7', 'A')_priv_('3',)_-7.5_Q_4",draw_deck_3,1.01,"g_221_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('A', 'J', 'K')_priv_('2',)_-4.0_5_4",draw_deck_3,1.01,"g_222_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('6', '6', '7')_priv_('10',)_4.0_A_4",take_discard_3,1.01,"g_223_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('4', 'A', 'Q')_priv_('K',)_4.5_A_4",take_discard_3,1.01,"g_225_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('4', '5', 'A')_priv_('9',)_-6.0_K_4",draw_deck_3,1.01,"g_226_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('6', 'J', 'J')_priv_('7',)_2.0_2_4",take_discard_3,1.01,"g_227_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('4', '5', 'Q')_priv_('7',)_1.5_A_4",take_discard_3,1.01,"g_228_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('10', '4', 'J')_priv_('9',)_4.5_J_4",take_discard_3,1.01,"g_229_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('7', 'A', 'A')_priv_('9',)_1.5_4_4",take_discard_2,1.01,"g_230_r_4: {'type': 'take_discard', 'position': 2}"
"pub_('2', '4', '4')_priv_('A',)_-3.5_4_4",draw_deck_2,1.01,"g_231_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('4', 'J', 'Q')_priv_('K',)_4.5_J_4",take_discard_3,1.01,"g_233_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('6', '9', 'J')_priv_('10',)_-6.0_Q_4",draw_deck_2,1.01,"g_234_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('4', '4', 'J')_priv_('9',)_3.0_3_4",take_discard_3,1.01,"g_235_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('J', 'K', 'K')_priv_('A',)_-7.0_8_4",draw_deck_3,1.01,"g_236_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('A', 'J', 'J')_priv_('A',)_-5.0_4_4",draw_deck_flip_3,1.01,"g_237_r_4: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
