state,action,q_value,last_action
"pub_('9', 'J', 'J')_priv_('8',)_-1.0_5_4",draw_deck_2,1.01,"g_30_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('2', '8', '9')_priv_('3',)_-2.5_3_4",draw_deck_3,1.01,"g_31_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('10', '4', '6')_priv_('K',)_7.0_4_4",take_discard_3,1.01,"g_32_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('6', '9', 'A')_priv_('8',)_0.5_3_4",take_discard_3,1.01,"g_33_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('5', 'K', 'Q')_priv_('6',)_0.5_A_4",take_discard_3,1.01,"g_34_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('4', 'J', 'J')_priv_('A',)_-7.5_8_4",draw_deck_3,1.01,"g_36_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('5', 'J', 'K')_priv_('7',)_3.5_J_4",take_discard_3,1.01,"g_38_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '6', '8')_priv_('A',)_-10.0_Q_4",draw_deck_3,1.01,"g_40_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', '5', 'A')_priv_('K',)_-3.5_8_4",draw_deck_3,1.01,"g_41_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('7', '7', 'J')_priv_('10',)_3.0_3_4",take_discard_2,1.01,"g_42_r_4: {'type': 'take_discard', 'position': 2}"
"pub_('3', '4', '5')_priv_('Q',)_7.5_3_4",take_discard_3,1.01,"g_43_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '2', 'J')_priv_('7',)_3.0_2_4",take_discard_2,1.01,"g_45_r_4: {'type': 'take_discard', 'position': 2}"
"pub_('2', '3', 'J')_priv_('9',)_7.0_2_4",take_discard_3,1.01,"g_47_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', '3', 'J')_priv_('A',)_-2.0_3_4",draw_deck_3,1.01,"g_48_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('10', '5', '5')_priv_('K',)_1.0_4_4",take_discard_2,1.01,"g_49_r_4: {'type': 'take_discard', 'position': 2}"
"pub_('J', 'K', 'K')_priv_()_-4.5_7_4",draw_deck_1,1.01,"g_50_r_4: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_('10', '10', '3')_priv_('9',)_-5.5_Q_4",draw_deck_2,1.01,"g_51_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('6', 'J', 'J')_priv_('2',)_-5.5_7_4",draw_deck_3,1.01,"g_52_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('10', 'J', 'Q')_priv_('K',)_13.0_Q_4",take_discard_3,1.01,"g_53_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', '9', 'J')_priv_('4',)_-6.0_8_4",draw_deck_3,1.01,"g_55_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('6', '6', '7')_priv_('Q',)_-5.5_Q_4",draw_deck_3,1.01,"g_57_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('A', 'A', 'J')_priv_('10',)_-2.0_8_4",draw_deck_3,1.01,"g_58_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('3', '4', '4')_priv_('K',)_-1.0_6_4",draw_deck_3,1.01,"g_60_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('8', '9', 'J')_priv_('6',)_-3.5_6_4",draw_deck_3,1.01,"g_61_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('4', '5', 'J')_priv_('K',)_3.5_A_4",take_discard_3,1.01,"g_62_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('6', '6', 'K')_priv_('2',)_-6.0_7_4",draw_deck_2,1.01,"g_63_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('2', '5', '6')_priv_('A',)_1.5_2_4",take_discard_3,1.01,"g_64_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', '3', '5')_priv_('6',)_-5.5_9_4",draw_deck_3,1.01,"g_66_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('4', '5', 'A')_priv_('9',)_3.0_2_4",take_discard_3,1.01,"g_67_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('5', '9', '9')_priv_('A',)_-6.5_7_4",draw_deck_3,1.01,"g_68_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('3', '5', 'J')_priv_('4',)_-5.5_8_4",draw_deck_3,1.01,"g_70_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('8', '9', 'A')_priv_('7',)_-7.5_Q_4",draw_deck_3,1.01,"g_72_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', '6', 'A')_priv_('8',)_1.0_3_4",take_discard_3,1.01,"g_73_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('9', 'A', 'A')_priv_('7',)_2.0_2_4",take_discard_3,1.01,"g_74_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '4', '4')_priv_('7',)_-5.5_10_4",draw_deck_3,1.01,"g_75_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('3', '3', '9')_priv_('10',)_-5.5_Q_4",draw_deck_2,1.01,"g_76_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('5', '9', 'Q')_priv_('6',)_0.5_A_4",take_discard_3,1.01,"g_77_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '2', 'A')_priv_('Q',)_-4.5_10_4",draw_deck_3,1.01,"g_79_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('A', 'J', 'Q')_priv_('9',)_-2.5_7_4",draw_deck_3,1.01,"g_80_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('7', '8', 'J')_priv_('9',)_1.5_2_4",take_discard_3,1.01,"g_82_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('10', '2', '2')_priv_('5',)_0.0_3_4",draw_deck_3,1.01,"g_83_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', '3', 'A')_priv_('9',)_-3.0_8_4",draw_deck_3,1.01,"g_85_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('5', '5', 'K')_priv_('4',)_-0.5_3_4",draw_deck_2,1.01,"g_87_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('10', '10', 'A')_priv_('10',)_-3.0_9_4",draw_deck_2,1.01,"g_89_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('2', '2', 'J')_priv_('K',)_2.0_4_4",take_discard_2,1.01,"g_91_r_4: {'type': 'take_discard', 'position': 2}"
"pub_('2', '4', 'J')_priv_('7',)_1.5_3_4",take_discard_3,1.01,"g_92_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('7', '8', 'A')_priv_('4',)_-1.0_3_4",draw_deck_3,1.01,"g_93_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', 'A', 'J')_priv_('9',)_-1.5_7_4",draw_deck_3,1.01,"g_94_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('4', 'J', 'K')_priv_('A',)_10.0_K_4",take_discard_3,1.01,"g_96_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('4', 'J', 'J')_priv_('8',)_-4.0_9_4",draw_deck_3,1.01,"g_97_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('3', '7', '9')_priv_('10',)_6.5_3_4",take_discard_2,1.01,"g_98_r_4: {'type': 'take_discard', 'position': 2}"
"pub_('2', '6', 'J')_priv_('A',)_6.5_6_4",take_discard_3,1.01,"g_99_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('A', 'J', 'J')_priv_('7',)_0.0_5_4",draw_deck_3,1.01,"g_100_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', 'K', 'K')_priv_('4',)_-5.0_8_4",take_discard_3,1.01,"g_101_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '4', '4')_priv_('9',)_-4.5_10_4",take_discard_3,1.01,"g_102_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', '6', '7')_priv_('9',)_9.5_6_4",take_discard_2,1.01,"g_103_r_4: {'type': 'take_discard', 'position': 2}"
"pub_('3', '5', '6')_priv_('4',)_0.5_A_4",take_discard_3,1.01,"g_105_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', '7', '7')_priv_('9',)_-2.0_7_4",take_discard_2,1.01,"g_106_r_4: {'type': 'take_discard', 'position': 2}"
"pub_('8', 'A', 'Q')_priv_('K',)_13.5_Q_4",take_discard_3,1.01,"g_108_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('10', '10', '2')_priv_('4',)_-2.0_5_4",take_discard_2,1.01,"g_110_r_4: {'type': 'take_discard', 'position': 2}"
"pub_('4', 'J', 'Q')_priv_('J',)_-1.0_J_4",take_discard_3,1.01,"g_112_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('9', 'A', 'K')_priv_('10',)_13.0_K_4",take_discard_3,1.01,"g_113_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('6', '9', 'J')_priv_('6',)_-7.0_A_4",draw_deck_flip_3,1.01,"g_114_r_4: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_('7', '7', 'K')_priv_('9',)_4.5_J_4",take_discard_3,1.01,"g_115_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('A', 'J', 'J')_priv_('10',)_-4.5_Q_4",take_discard_3,1.01,"g_116_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('5', '5', '8')_priv_('J',)_-6.5_6_4",take_discard_3,1.01,"g_117_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('5', '7', 'J')_priv_('J',)_-9.5_9_4",take_discard_3,1.01,"g_121_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', 'A', 'K')_priv_('5',)_-5.5_8_4",take_discard_3,1.01,"g_122_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('8', '8', 'Q')_priv_('10',)_2.5_2_4",take_discard_3,1.01,"g_123_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '7', '8')_priv_('7',)_-8.0_A_4",take_discard_3,1.01,"g_127_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('10', '7', '9')_priv_('6',)_10.5_9_4",take_discard_3,1.01,"g_128_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '3', '8')_priv_('K',)_12.0_8_4",draw_deck_flip_3,1.01,"g_129_r_4: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_('3', '4', '5')_priv_('8',)_1.5_2_4",take_discard_3,1.01,"g_130_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('7', '8', 'A')_priv_('A',)_-2.0_J_4",take_discard_2,1.01,"g_136_r_4: {'type': 'take_discard', 'position': 2}"
"pub_('8', '9', 'J')_priv_('9',)_0.0_9_4",take_discard_3,1.01,"g_137_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '5', '8')_priv_('10',)_12.0_8_4",take_discard_3,1.01,"g_139_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('6', 'K', 'K')_priv_('9',)_11.0_6_4",take_discard_3,1.01,"g_140_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('7', '9', 'A')_priv_('J',)_-6.0_5_4",take_discard_3,1.01,"g_142_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('7', '9', '9')_priv_('K',)_-0.5_5_4",draw_deck_flip_3,1.01,"g_143_r_4: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_('4', '6', '7')_priv_('K',)_-6.0_9_4",take_discard_3,1.01,"g_147_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '4', '7')_priv_('4',)_-13.0_9_4",take_discard_2,1.01,"g_149_r_4: {'type': 'take_discard', 'position': 2}"
"pub_('4', '5', '5')_priv_('8',)_5.0_J_4",take_discard_3,1.01,"g_155_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', '4', 'Q')_priv_('4',)_5.5_Q_4",draw_deck_flip_2,1.01,"g_160_r_4: {'type': 'draw_deck', 'keep': False, 'flip_position': 2}"
"pub_('3', '3', 'K')_priv_('Q',)_-6.0_Q_4",draw_deck_flip_3,1.01,"g_161_r_4: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_('10', '3', 'Q')_priv_('5',)_11.5_Q_4",take_discard_2,1.01,"g_162_r_4: {'type': 'take_discard', 'position': 2}"
"pub_('5', '7', '9')_priv_('8',)_10.0_7_4",take_discard_3,1.01,"g_163_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('10', '2', 'Q')_priv_('K',)_1.5_A_4",take_discard_3,1.01,"g_166_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('5', '5', 'J')_priv_('6',)_4.5_J_4",draw_deck_flip_3,1.01,"g_167_r_4: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_('6', '8', 'J')_priv_('6',)_-11.0_5_4",take_discard_3,1.01,"g_174_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', '9', 'Q')_priv_('4',)_10.0_9_4",take_discard_3,1.01,"g_175_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '2', 'K')_priv_('A',)_-2.0_2_4",take_discard_3,1.01,"g_178_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('7', '8', 'J')_priv_('Q',)_12.0_7_4",draw_deck_2,1.01,"g_179_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('3', '7', 'J')_priv_('A',)_7.5_7_4",take_discard_3,1.01,"g_181_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('5', '8', 'A')_priv_('3',)_-1.0_2_4",take_discard_3,1.01,"g_183_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('5', 'J', 'K')_priv_('8',)_-0.5_4_4",take_discard_3,1.01,"g_184_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '9', 'J')_priv_('6',)_3.5_J_4",draw_deck_3,1.01,"g_187_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('9', 'J', 'J')_priv_('K',)_3.5_A_4",draw_deck_3,1.01,"g_190_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', '2', 'K')_priv_('5',)_-4.0_7_4",take_discard_3,1.01,"g_192_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('5', '7', 'J')_priv_('K',)_-5.5_Q_4",draw_deck_flip_3,1.01,"g_193_r_4: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_('5', '6', 'A')_priv_('2',)_-9.5_10_4",take_discard_3,1.01,"g_194_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('5', '7', 'K')_priv_('2',)_-4.0_4_4",take_discard_2,1.01,"g_195_r_4: {'type': 'take_discard', 'position': 2}"
"pub_('3', '8', 'A')_priv_('6',)_-2.0_5_4",take_discard_3,1.01,"g_196_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('9', 'J', 'K')_priv_('K',)_-13.0_3_4",take_discard_3,1.01,"g_198_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', '3', 'A')_priv_('8',)_2.0_3_4",take_discard_3,0.21000000000000002,"g_46_r_4: {'type': 'take_discard', 'position': 3}"
"pub_()_priv_('J', 'K')_-7.0_7_1",draw_deck_flip_3,0.0199,"g_50_r_1: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_('J',)_priv_('K',)_-1.0_2_2",draw_deck_0,0.019000000000000003,"g_50_r_2: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_()_priv_('8', '9')_1.5_A_1",take_discard_0,0.019000000000000003,"g_85_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('7',)_priv_('6', 'A')_-2.5_3_2",draw_deck_1,0.019000000000000003,"g_136_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('10', '9')_0.5_2_1",take_discard_0,0.019000000000000003,"g_102_r_1: {'type': 'take_discard', 'position': 0}"
"pub_()_priv_('9', 'J')_-1.0_A_1",draw_deck_flip_2,0.019000000000000003,"g_80_r_1: {'type': 'draw_deck', 'keep': False, 'flip_position': 2}"
"pub_()_priv_('A', 'J')_-3.0_3_1",take_discard_0,0.019000000000000003,"g_181_r_1: {'type': 'take_discard', 'position': 0}"
"pub_()_priv_('A', 'K')_-9.0_10_1",take_discard_0,0.019000000000000003,"g_166_r_1: {'type': 'take_discard', 'position': 0}"
"pub_()_priv_('6', 'A')_-6.0_7_1",take_discard_0,0.010900000000000002,"g_136_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('4',)_priv_('2', 'A')_-7.5_8_2",draw_deck_1,0.010000000000000002,"g_1_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('2', 'A')_-3.0_4_1",draw_deck_0,0.010000000000000002,"g_1_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('4', '6')_priv_('2', 'A')_-7.0_7_3",draw_deck_2,0.010000000000000002,"g_1_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('2', '4', '6')_priv_('A',)_2.0_2_4",take_discard_3,0.010000000000000002,"g_1_r_4: {'type': 'take_discard', 'position': 3}"
"pub_()_priv_('J', 'K')_-4.0_4_1",draw_deck_flip_3,0.010000000000000002,"g_2_r_1: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_('4', 'J')_priv_('K',)_-6.5_7_3",draw_deck_1,0.010000000000000002,"g_2_r_3: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_('J',)_priv_('10', '7')_-8.0_K_2",draw_deck_0,0.010000000000000002,"g_3_r_2: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_()_priv_('10', '7')_-10.0_K_1",draw_deck_flip_1,0.010000000000000002,"g_3_r_1: {'type': 'draw_deck', 'keep': False, 'flip_position': 1}"
"pub_('3', 'J')_priv_('10', '7')_-5.5_K_3",draw_deck_2,0.010000000000000002,"g_3_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('J',)_priv_('Q',)_3.0_A_2",take_discard_0,0.010000000000000002,"g_4_r_2: {'type': 'take_discard', 'position': 0}"
"pub_()_priv_('J', 'Q')_-10.0_Q_1",draw_deck_flip_3,0.010000000000000002,"g_4_r_1: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_('A', 'J')_priv_('Q',)_-3.0_7_3",draw_deck_1,0.010000000000000002,"g_4_r_3: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_('J',)_priv_('3', 'A')_-2.0_3_2",draw_deck_1,0.010000000000000002,"g_5_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('3', 'A')_0.0_J_1",take_discard_0,0.010000000000000002,"g_5_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('9', 'J')_priv_('3', 'A')_-4.0_4_3",draw_deck_2,0.010000000000000002,"g_5_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('6',)_priv_('8', '9')_-1.5_2_2",draw_deck_1,0.010000000000000002,"g_6_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('8', '9')_-9.0_Q_1",draw_deck_0,0.010000000000000002,"g_6_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('6', 'J')_priv_('8', '9')_3.5_A_3",take_discard_2,0.010000000000000002,"g_6_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('A',)_priv_('8', '9')_-7.5_Q_2",draw_deck_1,0.010000000000000002,"g_7_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_('4', 'A')_priv_('8', '9')_-5.5_Q_3",draw_deck_2,0.010000000000000002,"g_7_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('8',)_priv_('2', '5')_-9.0_10_2",draw_deck_1,0.010000000000000002,"g_8_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('2', '5')_-8.0_Q_1",draw_deck_0,0.010000000000000002,"g_8_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('8', '9')_priv_('2', '5')_-7.0_7_3",draw_deck_2,0.010000000000000002,"g_8_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('J',)_priv_('4',)_1.0_J_2",take_discard_0,0.010000000000000002,"g_9_r_2: {'type': 'take_discard', 'position': 0}"
"pub_()_priv_('4', 'J')_-9.0_9_1",draw_deck_flip_3,0.010000000000000002,"g_9_r_1: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_('J', 'J')_priv_('4',)_-2.0_3_3",draw_deck_1,0.010000000000000002,"g_9_r_3: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_('9',)_priv_('2', '9')_-12.0_3_2",draw_deck_flip_2,0.010000000000000002,"g_10_r_2: {'type': 'draw_deck', 'keep': False, 'flip_position': 2}"
"pub_()_priv_('2', '9')_-8.0_K_1",draw_deck_0,0.010000000000000002,"g_10_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('9', '9')_priv_('2',)_-6.5_8_3",draw_deck_1,0.010000000000000002,"g_10_r_3: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_('J',)_priv_('10', 'J')_-7.0_7_2",draw_deck_flip_3,0.010000000000000002,"g_11_r_2: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_()_priv_('10', 'J')_-9.0_9_1",draw_deck_flip_1,0.010000000000000002,"g_11_r_1: {'type': 'draw_deck', 'keep': False, 'flip_position': 1}"
"pub_('J', 'J')_priv_('10',)_-2.0_8_3",draw_deck_0,0.010000000000000002,"g_11_r_3: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('2',)_priv_('4', 'A')_-2.5_3_2",draw_deck_3,0.010000000000000002,"g_12_r_2: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_()_priv_('4', 'A')_-9.0_10_1",draw_deck_0,0.010000000000000002,"g_12_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('2', 'J')_priv_('A',)_-9.5_10_3",draw_deck_1,0.010000000000000002,"g_12_r_3: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_('5',)_priv_('5', '8')_-5.0_J_2",draw_deck_flip_3,0.010000000000000002,"g_13_r_2: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_()_priv_('5', '8')_-8.0_K_1",draw_deck_0,0.010000000000000002,"g_13_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('5', '5')_priv_('8',)_1.0_4_3",take_discard_1,0.010000000000000002,"g_13_r_3: {'type': 'take_discard', 'position': 1}"
"pub_('2',)_priv_('7', 'K')_-3.5_8_2",draw_deck_3,0.010000000000000002,"g_14_r_2: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_()_priv_('7', 'K')_-9.0_Q_1",draw_deck_0,0.010000000000000002,"g_14_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('2', '8')_priv_('7',)_-5.5_9_3",draw_deck_1,0.010000000000000002,"g_14_r_3: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_('6',)_priv_('2', 'Q')_-9.0_K_2",draw_deck_1,0.010000000000000002,"g_15_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('2', 'Q')_-2.0_4_1",draw_deck_0,0.010000000000000002,"g_15_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('6', '9')_priv_('2', 'Q')_0.5_J_3",take_discard_2,0.010000000000000002,"g_15_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('5',)_priv_('7', 'K')_-5.0_9_2",draw_deck_1,0.010000000000000002,"g_16_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
