state,action,q_value,last_action
"pub_()_priv_('7', 'A')_-1.0_2_1",take_discard_0,0.010000000000000002,"g_145_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('2', 'K')_priv_('7', 'A')_0.0_J_3",take_discard_2,0.010000000000000002,"g_145_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('2',)_priv_('7', 'A')_-4.5_5_2",draw_deck_1,0.010000000000000002,"g_145_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('8', 'Q')_-9.0_9_1",take_discard_0,0.010000000000000002,"g_146_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('9',)_priv_('8', 'Q')_-9.5_K_2",take_discard_1,0.010000000000000002,"g_146_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('9', 'K')_priv_('8', 'Q')_3.0_J_3",take_discard_2,0.010000000000000002,"g_146_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('2',)_priv_('8', 'K')_-2.0_7_2",take_discard_1,0.010000000000000002,"g_147_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('2', '7')_priv_('8', 'K')_-5.0_9_3",take_discard_2,0.010000000000000002,"g_147_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('7', '7')_-1.0_3_1",take_discard_0,0.010000000000000002,"g_148_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('3',)_priv_('7', '7')_-5.5_10_2",take_discard_1,0.010000000000000002,"g_148_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('10', '3')_priv_('7', '7')_-5.0_8_3",take_discard_2,0.010000000000000002,"g_148_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('5', 'Q')_-2.0_6_1",take_discard_0,0.010000000000000002,"g_149_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('6',)_priv_('5', 'Q')_-5.0_8_2",take_discard_1,0.010000000000000002,"g_149_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('6', '8')_priv_('5', 'Q')_-2.0_4_3",take_discard_2,0.010000000000000002,"g_149_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('9',)_priv_('10', '2')_10.5_9_2",take_discard_1,0.010000000000000002,"g_150_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('9', '9')_priv_('10', '2')_-4.5_6_3",draw_deck_2,0.010000000000000002,"g_150_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('3', 'A')_priv_('6', 'Q')_-6.5_Q_3",take_discard_2,0.010000000000000002,"g_151_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('3',)_priv_('6', 'Q')_-2.0_6_2",draw_deck_1,0.010000000000000002,"g_151_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('10', '5')_-7.0_K_1",take_discard_0,0.010000000000000002,"g_152_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('K',)_priv_('10', '5')_-3.0_5_2",take_discard_1,0.010000000000000002,"g_152_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('5', 'K')_priv_('10', '5')_-9.5_4_3",take_discard_2,0.010000000000000002,"g_152_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('4', '5', 'K')_priv_('10',)_14.0_K_4",take_discard_3,0.010000000000000002,"g_152_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('6',)_priv_('3', '8')_-2.0_4_2",take_discard_1,0.010000000000000002,"g_153_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('4', '6')_priv_('3', '8')_-8.5_K_3",take_discard_2,0.010000000000000002,"g_153_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('3', '8')_-7.5_10_1",draw_deck_0,0.010000000000000002,"g_153_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_()_priv_('3', 'K')_-6.5_9_1",draw_deck_0,0.010000000000000002,"g_857_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('9',)_priv_('3', 'K')_-1.5_3_2",take_discard_1,0.010000000000000002,"g_154_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('3', '9')_priv_('3', 'K')_-0.5_3_3",draw_deck_2,0.010000000000000002,"g_154_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_()_priv_('4', 'A')_-3.0_4_1",take_discard_0,0.010000000000000002,"g_155_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('4',)_priv_('4', 'A')_-14.0_Q_2",take_discard_1,0.010000000000000002,"g_155_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('4', 'Q')_priv_('4', 'A')_-13.5_9_3",take_discard_2,0.010000000000000002,"g_155_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('8', '9')_1.5_A_1",take_discard_0,0.010000000000000002,"g_156_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('8', 'A')_priv_('8', '9')_-11.0_3_3",take_discard_2,0.010000000000000002,"g_156_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('A',)_priv_('8', '9')_-6.5_9_2",draw_deck_1,0.010000000000000002,"g_156_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_('J',)_priv_('5', 'A')_0.0_A_2",take_discard_1,0.010000000000000002,"g_157_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('A', 'J')_priv_('5', 'A')_-11.0_K_3",take_discard_2,0.010000000000000002,"g_157_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('4', '6')_-6.0_9_1",take_discard_0,0.010000000000000002,"g_158_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('9',)_priv_('4', '6')_-3.5_6_2",take_discard_1,0.010000000000000002,"g_158_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('6', '9')_priv_('4', '6')_-7.0_A_3",draw_deck_2,0.010000000000000002,"g_158_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('J',)_priv_('A', 'Q')_-8.0_9_2",take_discard_1,0.010000000000000002,"g_159_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('9', 'J')_priv_('A', 'Q')_-5.5_6_3",take_discard_2,0.010000000000000002,"g_159_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('A', 'Q')_-10.0_Q_1",draw_deck_flip_0,0.010000000000000002,"g_159_r_1: {'type': 'draw_deck', 'keep': False, 'flip_position': 0}"
"pub_()_priv_('Q', 'Q')_1.0_3_1",take_discard_0,0.010000000000000002,"g_160_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('3', 'A')_priv_('Q', 'Q')_3.0_2_3",take_discard_2,0.010000000000000002,"g_160_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('3',)_priv_('Q', 'Q')_-1.0_6_2",draw_deck_1,0.010000000000000002,"g_160_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_('2', '7')_priv_('5', 'K')_-3.5_6_3",take_discard_2,0.010000000000000002,"g_161_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('7',)_priv_('5', 'K')_1.0_2_2",take_discard_1,0.010000000000000002,"g_161_r_2: {'type': 'take_discard', 'position': 1}"
"pub_()_priv_('5', 'K')_-6.0_Q_1",draw_deck_0,0.010000000000000002,"g_161_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_()_priv_('10', '4')_1.5_A_1",take_discard_0,0.010000000000000002,"g_162_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('8',)_priv_('6', '8')_-10.0_2_2",take_discard_1,0.010000000000000002,"g_163_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('2', '8')_priv_('6', '8')_-13.0_5_3",take_discard_2,0.010000000000000002,"g_163_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('6', '8')_-2.0_3_1",draw_deck_0,0.010000000000000002,"g_163_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('10', 'A')_priv_('2', '9')_-3.0_4_3",take_discard_2,0.010000000000000002,"g_164_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('7', 'K')_-4.0_5_1",take_discard_0,0.010000000000000002,"g_165_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('5',)_priv_('7', 'K')_-5.5_6_2",take_discard_1,0.010000000000000002,"g_165_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('5', '6')_priv_('7', 'K')_-5.0_8_3",take_discard_2,0.010000000000000002,"g_165_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('10',)_priv_('8', 'A')_-9.5_K_2",take_discard_1,0.010000000000000002,"g_166_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('10', 'K')_priv_('8', 'A')_-4.5_4_3",take_discard_2,0.010000000000000002,"g_166_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('8', 'Q')_-4.0_5_1",take_discard_0,0.010000000000000002,"g_167_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('5',)_priv_('8', 'Q')_-7.5_8_2",take_discard_1,0.010000000000000002,"g_167_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('5', '8')_priv_('8', 'Q')_-17.0_9_3",draw_deck_flip_3,0.010000000000000002,"g_167_r_3: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_()_priv_('10', '10')_-2.0_4_1",take_discard_0,0.010000000000000002,"g_168_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('4',)_priv_('10', '10')_-4.5_6_2",take_discard_1,0.010000000000000002,"g_168_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('4', '6')_priv_('10', '10')_-5.5_K_3",take_discard_2,0.010000000000000002,"g_168_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('4', '6', 'K')_priv_('10',)_13.5_K_4",take_discard_3,0.010000000000000002,"g_168_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('J',)_priv_('9', 'K')_-2.0_5_2",take_discard_1,0.010000000000000002,"g_169_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('5', 'J')_priv_('9', 'K')_-5.5_Q_3",take_discard_2,0.010000000000000002,"g_169_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('9', 'K')_-5.0_8_1",draw_deck_0,0.010000000000000002,"g_169_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('8',)_priv_('4', '6')_-9.5_K_2",take_discard_1,0.010000000000000002,"g_170_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('8', 'K')_priv_('4', '6')_-8.5_10_3",take_discard_2,0.010000000000000002,"g_170_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('4', '6')_-6.0_7_1",draw_deck_0,0.010000000000000002,"g_170_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_()_priv_('4', 'J')_-10.0_10_1",take_discard_0,0.010000000000000002,"g_171_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('10',)_priv_('4', 'J')_-1.5_A_2",take_discard_1,0.010000000000000002,"g_171_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('10', 'A')_priv_('4', 'J')_-3.5_3_3",take_discard_2,0.010000000000000002,"g_171_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('3', '7')_-7.5_K_1",take_discard_0,0.010000000000000002,"g_172_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('K',)_priv_('3', '7')_-10.0_J_2",take_discard_1,0.010000000000000002,"g_172_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('J', 'K')_priv_('3', '7')_-8.0_10_3",take_discard_2,0.010000000000000002,"g_172_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('10', '2')_-9.0_10_1",take_discard_0,0.010000000000000002,"g_173_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('10',)_priv_('10', '2')_-13.0_3_2",take_discard_1,0.010000000000000002,"g_173_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('10', '3')_priv_('10', '2')_-10.0_J_3",take_discard_2,0.010000000000000002,"g_173_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('A', 'A')_priv_('3', '4')_-3.5_6_3",take_discard_2,0.010000000000000002,"g_174_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('A',)_priv_('3', '4')_-7.5_10_2",draw_deck_1,0.010000000000000002,"g_174_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('10', '4')_-5.0_7_1",take_discard_0,0.010000000000000002,"g_175_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('3', '7')_priv_('10', '4')_1.0_A_3",take_discard_2,0.010000000000000002,"g_175_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('7',)_priv_('10', '4')_-3.5_6_2",draw_deck_1,0.010000000000000002,"g_175_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('5', '6')_2.0_2_1",take_discard_0,0.010000000000000002,"g_176_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('2',)_priv_('5', '6')_-0.5_4_2",take_discard_1,0.010000000000000002,"g_176_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('2', '4')_priv_('5', '6')_-5.0_8_3",draw_deck_2,0.010000000000000002,"g_176_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('A',)_priv_('5', '9')_-6.5_Q_2",take_discard_1,0.010000000000000002,"g_177_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('A', 'Q')_priv_('5', '9')_-5.0_8_3",draw_deck_2,0.010000000000000002,"g_177_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_()_priv_('4', '8')_2.0_A_1",take_discard_0,0.010000000000000002,"g_178_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('A', 'A')_priv_('4', '8')_-4.5_8_3",take_discard_2,0.010000000000000002,"g_178_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('A',)_priv_('4', '8')_4.0_A_2",take_discard_1,0.010000000000000002,"g_178_r_2: {'type': 'take_discard', 'position': 1}"
"pub_()_priv_('3', '8')_-1.5_4_1",take_discard_0,0.010000000000000002,"g_179_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('4',)_priv_('3', '8')_-6.0_8_2",take_discard_1,0.010000000000000002,"g_179_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('4', '8')_priv_('3', '8')_-18.0_10_3",take_discard_2,0.010000000000000002,"g_179_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('6', '8')_-4.0_8_1",take_discard_0,0.010000000000000002,"g_180_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('8',)_priv_('6', '8')_-12.0_4_2",take_discard_1,0.010000000000000002,"g_180_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('4', '8')_priv_('6', '8')_-11.0_3_3",take_discard_2,0.010000000000000002,"g_180_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('7',)_priv_('A', 'A')_-0.5_A_2",take_discard_1,0.010000000000000002,"g_181_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('7', 'A')_priv_('A', 'A')_-0.5_A_3",take_discard_2,0.010000000000000002,"g_181_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('A', 'A')_-5.0_6_1",draw_deck_0,0.010000000000000002,"g_181_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_()_priv_('7', '7')_-0.5_5_1",take_discard_0,0.010000000000000002,"g_182_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('5',)_priv_('7', '7')_-3.5_7_2",take_discard_1,0.010000000000000002,"g_182_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('5', '7')_priv_('7', '7')_-7.0_J_3",draw_deck_flip_2,0.010000000000000002,"g_182_r_3: {'type': 'draw_deck', 'keep': False, 'flip_position': 2}"
"pub_()_priv_('9', 'Q')_-10.0_10_1",take_discard_0,0.010000000000000002,"g_183_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('10', 'J')_priv_('9', 'Q')_-3.0_7_3",take_discard_2,0.010000000000000002,"g_183_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('10',)_priv_('9', 'Q')_3.5_J_2",take_discard_1,0.010000000000000002,"g_183_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('J',)_priv_('3', '8')_2.5_J_2",take_discard_0,0.010000000000000002,"g_351_r_2: {'type': 'take_discard', 'position': 0}"
"pub_('J', 'J')_priv_('3', '8')_2.5_J_3",take_discard_2,0.010000000000000002,"g_184_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('3', '8')_-3.0_3_1",draw_deck_flip_0,0.010000000000000002,"g_184_r_1: {'type': 'draw_deck', 'keep': False, 'flip_position': 0}"
"pub_()_priv_('2', '9')_0.0_A_1",take_discard_0,0.010000000000000002,"g_185_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('A', 'A')_priv_('2', '9')_-4.0_6_3",take_discard_2,0.010000000000000002,"g_185_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('A',)_priv_('2', '9')_2.5_A_2",take_discard_1,0.010000000000000002,"g_185_r_2: {'type': 'take_discard', 'position': 1}"
"pub_()_priv_('3', '5')_-7.5_Q_1",take_discard_0,0.010000000000000002,"g_186_r_1: {'type': 'take_discard', 'position': 0}"
"pub_()_priv_('3', '5')_-7.5_Q_1",draw_deck_0,0.010000000000000002,"g_567_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('Q',)_priv_('3', '5')_-2.5_4_2",take_discard_1,0.010000000000000002,"g_186_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('4', 'Q')_priv_('3', '5')_11.5_Q_3",take_discard_2,0.010000000000000002,"g_186_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('2', 'A')_-6.0_7_1",take_discard_0,0.010000000000000002,"g_187_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('7', '7')_priv_('2', 'A')_-1.0_2_3",take_discard_2,0.010000000000000002,"g_187_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('7',)_priv_('2', 'A')_-9.5_10_2",draw_deck_1,0.010000000000000002,"g_187_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('10', '7')_-2.5_7_1",take_discard_0,0.010000000000000002,"g_188_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('7',)_priv_('10', '7')_-17.0_10_2",take_discard_1,0.010000000000000002,"g_188_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('10', '7')_priv_('10', '7')_-20.0_K_3",take_discard_2,0.010000000000000002,"g_188_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('K', 'K')_-9.0_Q_1",take_discard_0,0.010000000000000002,"g_189_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('Q',)_priv_('K', 'K')_-9.0_9_2",draw_deck_1,0.010000000000000002,"g_189_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('3', 'A')_-4.0_5_1",take_discard_0,0.010000000000000002,"g_190_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('5',)_priv_('3', 'A')_-9.5_10_2",take_discard_1,0.010000000000000002,"g_190_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('10', '5')_priv_('3', 'A')_-2.0_2_3",take_discard_2,0.010000000000000002,"g_190_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('J',)_priv_('2', '3')_-5.0_7_2",take_discard_1,0.010000000000000002,"g_191_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('7', 'J')_priv_('2', '3')_0.0_A_3",take_discard_2,0.010000000000000002,"g_191_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('2', '3')_-5.0_5_1",draw_deck_flip_0,0.010000000000000002,"g_191_r_1: {'type': 'draw_deck', 'keep': False, 'flip_position': 0}"
"pub_('A', 'J')_priv_('10', '3')_-5.5_8_3",take_discard_2,0.010000000000000002,"g_192_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('A',)_priv_('10', '3')_2.5_J_2",take_discard_1,0.010000000000000002,"g_192_r_2: {'type': 'take_discard', 'position': 1}"
"pub_()_priv_('10', '3')_1.5_A_1",take_discard_0,0.010000000000000002,"g_192_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('A',)_priv_('7', 'A')_0.0_A_2",take_discard_1,0.010000000000000002,"g_193_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('A', 'A')_priv_('7', 'A')_-5.0_6_3",take_discard_2,0.010000000000000002,"g_193_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('7', 'A')_-2.0_3_1",draw_deck_0,0.010000000000000002,"g_193_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_()_priv_('3', '7')_-9.0_K_1",take_discard_0,0.010000000000000002,"g_194_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('K',)_priv_('3', '7')_-8.0_8_2",take_discard_1,0.010000000000000002,"g_194_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('8', 'K')_priv_('3', '7')_1.0_J_3",take_discard_2,0.010000000000000002,"g_194_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('2',)_priv_('10', 'Q')_2.0_3_2",take_discard_1,0.010000000000000002,"g_195_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('2', '3')_priv_('10', 'Q')_-3.0_8_3",take_discard_2,0.010000000000000002,"g_195_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('10', 'Q')_2.5_2_1",take_discard_0,0.010000000000000002,"g_195_r_1: {'type': 'take_discard', 'position': 0}"
"pub_()_priv_('5', '9')_1.0_J_1",take_discard_0,0.010000000000000002,"g_196_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('J',)_priv_('5', '9')_1.5_A_2",take_discard_1,0.010000000000000002,"g_196_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('A', 'J')_priv_('5', '9')_-6.0_10_3",take_discard_2,0.010000000000000002,"g_196_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('4',)_priv_('2', '9')_-8.5_10_2",take_discard_1,0.010000000000000002,"g_197_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('10', '4')_priv_('2', '9')_11.0_10_3",take_discard_2,0.010000000000000002,"g_197_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('9', 'Q')_2.0_J_1",take_discard_0,0.010000000000000002,"g_198_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('J',)_priv_('9', 'Q')_-2.0_4_2",take_discard_1,0.010000000000000002,"g_198_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('4', 'J')_priv_('9', 'Q')_-5.0_10_3",take_discard_2,0.010000000000000002,"g_198_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('10',)_priv_('A', 'K')_-10.0_Q_2",take_discard_1,0.010000000000000002,"g_199_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('10', 'Q')_priv_('A', 'K')_-3.5_3_3",take_discard_2,0.010000000000000002,"g_199_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('4',)_priv_('A', 'K')_-9.5_Q_2",take_discard_1,0.010000000000000002,"g_200_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('4', 'Q')_priv_('A', 'K')_-7.0_7_3",take_discard_2,0.010000000000000002,"g_200_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('A', 'K')_-3.0_4_1",draw_deck_0,0.010000000000000002,"g_200_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_('J',)_priv_('A', 'J')_-4.0_4_2",take_discard_1,0.010000000000000002,"g_201_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('4', 'J')_priv_('A', 'J')_-2.5_2_3",draw_deck_2,0.010000000000000002,"g_201_r_3: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_()_priv_('3', 'A')_-7.0_8_1",take_discard_0,0.010000000000000002,"g_202_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('8',)_priv_('3', 'A')_-9.5_10_2",take_discard_1,0.010000000000000002,"g_202_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('10', '8')_priv_('3', 'A')_-7.5_7_3",take_discard_2,0.010000000000000002,"g_202_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('3', 'J')_priv_('5', '8')_-6.5_Q_3",take_discard_2,0.010000000000000002,"g_203_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('3',)_priv_('5', '8')_-6.5_Q_2",draw_deck_1,0.010000000000000002,"g_203_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_()_priv_('5', '8')_-3.0_3_1",take_discard_0,0.010000000000000002,"g_204_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('3',)_priv_('5', '8')_3.5_J_2",take_discard_1,0.010000000000000002,"g_204_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('3', 'J')_priv_('5', '8')_-6.5_10_3",take_discard_2,0.010000000000000002,"g_204_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('4', 'J')_-2.0_2_1",take_discard_0,0.010000000000000002,"g_205_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('2', '5')_priv_('4', 'J')_-9.5_9_3",take_discard_2,0.010000000000000002,"g_205_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('2',)_priv_('4', 'J')_0.0_J_2",draw_deck_1,0.010000000000000002,"g_205_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
"pub_('Q',)_priv_('6', 'K')_-20.0_10_2",take_discard_1,0.010000000000000002,"g_206_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('10', 'Q')_priv_('6', 'K')_-5.5_8_3",take_discard_2,0.010000000000000002,"g_206_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('6', 'K')_-5.5_10_1",draw_deck_0,0.010000000000000002,"g_206_r_1: {'type': 'draw_deck', 'position': 0, 'keep': True}"
"pub_()_priv_('7', '9')_-8.0_Q_1",take_discard_0,0.010000000000000002,"g_207_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('Q',)_priv_('7', '9')_-5.5_8_2",take_discard_1,0.010000000000000002,"g_207_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('8', 'Q')_priv_('7', '9')_-6.5_9_3",take_discard_2,0.010000000000000002,"g_207_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('2', '5')_-4.0_6_1",take_discard_0,0.010000000000000002,"g_208_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('6',)_priv_('2', '5')_0.5_A_2",take_discard_1,0.010000000000000002,"g_208_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('6', 'A')_priv_('2', '5')_-9.0_Q_3",take_discard_2,0.010000000000000002,"g_208_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('6', 'Q')_-8.0_10_1",take_discard_0,0.010000000000000002,"g_209_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('10',)_priv_('6', 'Q')_-5.5_9_2",take_discard_1,0.010000000000000002,"g_209_r_2: {'type': 'take_discard', 'position': 1}"
"pub_('10', '9')_priv_('6', 'Q')_-4.0_6_3",take_discard_2,0.010000000000000002,"g_209_r_3: {'type': 'take_discard', 'position': 2}"
"pub_()_priv_('7', 'K')_-1.0_A_1",take_discard_0,0.010000000000000002,"g_210_r_1: {'type': 'take_discard', 'position': 0}"
"pub_('A', 'A')_priv_('7', 'K')_5.0_J_3",take_discard_2,0.010000000000000002,"g_210_r_3: {'type': 'take_discard', 'position': 2}"
"pub_('A',)_priv_('7', 'K')_-6.0_6_2",draw_deck_1,0.010000000000000002,"g_210_r_2: {'type': 'draw_deck', 'position': 1, 'keep': True}"
