state,action,q_value,last_action
"pub_('A', 'J', 'Q')_priv_('7',)_4.0_J_4",take_discard_3,1.01,"g_127_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', '9', 'J')_priv_('4',)_5.0_3_4",take_discard_3,1.01,"g_133_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '2', 'A')_priv_('3',)_2.5_J_4",take_discard_3,1.01,"g_134_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('9', '9', 'A')_priv_('3',)_2.5_J_4",take_discard_3,1.01,"g_135_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('6', '6', '8')_priv_('10',)_-5.5_K_4",take_discard_3,1.01,"g_139_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('6', 'A', 'J')_priv_('10',)_-4.0_9_4",take_discard_3,1.01,"g_141_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('5', '9', 'A')_priv_('3',)_-0.5_2_4",take_discard_3,1.01,"g_142_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('7', 'Q', 'Q')_priv_('9',)_-5.5_K_4",take_discard_3,1.01,"g_143_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', 'J', 'K')_priv_('7',)_2.5_A_4",take_discard_3,1.01,"g_145_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('4', '6', '8')_priv_('Q',)_-2.0_5_4",draw_deck_3,1.01,"g_149_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('9', '9', 'K')_priv_('2',)_-9.0_Q_4",take_discard_3,1.01,"g_150_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', 'A', 'Q')_priv_('Q',)_-16.0_6_4",take_discard_3,1.01,"g_151_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('4', '9', 'Q')_priv_('A',)_-0.5_J_4",take_discard_3,1.01,"g_155_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', '8', 'A')_priv_('9',)_-5.0_9_4",take_discard_3,1.01,"g_156_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('A', 'J', 'K')_priv_('A',)_-1.5_J_4",take_discard_3,1.01,"g_157_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '3', 'A')_priv_('Q',)_-5.0_10_4",take_discard_3,1.01,"g_160_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '6', '7')_priv_('5',)_-8.0_K_4",take_discard_3,1.01,"g_161_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '5', '8')_priv_('6',)_-6.5_9_4",take_discard_3,1.01,"g_163_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('5', '8', '8')_priv_('Q',)_-4.5_9_4",draw_deck_2,1.01,"g_167_r_4: {'type': 'draw_deck', 'position': 2, 'keep': True}"
"pub_('5', 'J', 'Q')_priv_('K',)_0.0_4_4",draw_deck_3,1.01,"g_169_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('10', '3', 'A')_priv_('J',)_-5.0_4_4",take_discard_3,1.01,"g_171_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('10', 'J', 'K')_priv_('3',)_-5.0_6_4",draw_deck_3,1.01,"g_172_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('10', '3', 'J')_priv_('10',)_-18.0_8_4",draw_deck_flip_3,1.01,"g_173_r_4: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_('6', 'A', 'A')_priv_('4',)_-2.5_5_4",take_discard_3,1.01,"g_174_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '2', '4')_priv_('6',)_3.0_A_4",take_discard_3,1.01,"g_176_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('A', 'A', 'Q')_priv_('5',)_0.0_3_4",take_discard_3,1.01,"g_177_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', '4', '8')_priv_('8',)_-4.0_4_4",take_discard_3,1.01,"g_180_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('5', '7', '7')_priv_('7',)_2.0_2_4",take_discard_3,1.01,"g_182_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('10', '7', 'J')_priv_('Q',)_-5.5_9_4",draw_deck_3,1.01,"g_183_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('J', 'J', 'J')_priv_('8',)_2.5_3_4",take_discard_3,1.01,"g_184_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('6', 'A', 'A')_priv_('9',)_3.0_2_4",take_discard_3,1.01,"g_185_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('4', 'Q', 'Q')_priv_('5',)_0.0_3_4",take_discard_3,1.01,"g_186_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '7', '7')_priv_('A',)_3.0_2_4",take_discard_3,1.01,"g_187_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('10', '2', '5')_priv_('A',)_4.5_5_4",take_discard_3,1.01,"g_190_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('7', 'A', 'J')_priv_('3',)_-4.0_6_4",take_discard_3,1.01,"g_191_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('8', 'A', 'J')_priv_('3',)_-8.5_10_4",take_discard_3,1.01,"g_192_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('6', 'A', 'A')_priv_('7',)_3.0_A_4",take_discard_3,1.01,"g_193_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('8', 'J', 'K')_priv_('7',)_1.0_2_4",take_discard_3,1.01,"g_194_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '3', '8')_priv_('Q',)_3.0_A_4",take_discard_3,1.01,"g_195_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('10', '10', '4')_priv_('2',)_-5.5_7_4",take_discard_3,1.01,"g_197_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('4', '7', 'Q')_priv_('K',)_13.5_Q_4",take_discard_3,1.01,"g_200_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', 'J', 'Q')_priv_('5',)_1.5_A_4",take_discard_3,1.01,"g_203_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('10', '3', 'J')_priv_('8',)_-4.5_8_4",take_discard_3,1.01,"g_204_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '5', '9')_priv_('4',)_3.5_2_4",take_discard_3,1.01,"g_205_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('10', '6', '9')_priv_('Q',)_13.0_10_4",take_discard_3,1.01,"g_209_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('A', 'A', 'J')_priv_('K',)_-1.0_7_4",draw_deck_3,1.01,"g_210_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('5', '6', '9')_priv_('4',)_1.0_J_4",take_discard_3,1.01,"g_211_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', '6', '6')_priv_('7',)_3.5_A_4",take_discard_3,1.01,"g_213_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', '9', '9')_priv_('Q',)_-2.0_7_4",draw_deck_3,1.01,"g_216_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('2', '9', 'J')_priv_('5',)_12.0_9_4",take_discard_3,1.01,"g_217_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('A', 'J', 'Q')_priv_('7',)_-2.5_6_4",take_discard_3,1.01,"g_218_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '9', '9')_priv_('5',)_-4.5_8_4",take_discard_3,1.01,"g_220_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', 'A', 'J')_priv_('6',)_0.0_4_4",take_discard_3,1.01,"g_221_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '7', '7')_priv_('9',)_-1.0_6_4",draw_deck_3,1.01,"g_224_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('3', 'K', 'Q')_priv_('7',)_12.5_K_4",take_discard_3,1.01,"g_225_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '3', '9')_priv_('K',)_4.0_J_4",take_discard_3,1.01,"g_227_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', '4', '8')_priv_('7',)_6.0_3_4",take_discard_3,1.01,"g_228_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '5', 'Q')_priv_('J',)_4.0_5_4",take_discard_3,1.01,"g_229_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '5', '5')_priv_('6',)_0.0_4_4",take_discard_2,1.01,"g_231_r_4: {'type': 'take_discard', 'position': 2}"
"pub_('4', '9', '9')_priv_('7',)_2.0_2_4",take_discard_3,1.01,"g_233_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', 'A', 'K')_priv_('K',)_-10.0_J_4",take_discard_3,1.01,"g_236_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('7', 'A', 'A')_priv_('J',)_-1.5_A_4",take_discard_3,1.01,"g_239_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('5', 'A', 'K')_priv_('4',)_2.0_J_4",take_discard_3,1.01,"g_240_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('4', '5', '8')_priv_('7',)_-4.5_7_4",take_discard_3,1.01,"g_241_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '2', '8')_priv_('7',)_-6.0_K_4",take_discard_3,1.01,"g_242_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('7', 'J', 'Q')_priv_('9',)_2.0_2_4",take_discard_3,1.01,"g_244_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('10', 'A', 'K')_priv_('10',)_-17.0_7_4",take_discard_3,1.01,"g_246_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('8', '9', 'J')_priv_('5',)_0.0_2_4",take_discard_3,1.01,"g_247_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('5', '7', 'A')_priv_('J',)_-2.5_2_4",draw_deck_3,1.01,"g_250_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('6', '6', 'K')_priv_('3',)_-1.5_3_4",draw_deck_3,1.01,"g_251_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('5', '5', '5')_priv_('3',)_-6.5_9_4",take_discard_3,1.01,"g_252_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('6', '8', 'J')_priv_('Q',)_1.0_3_4",take_discard_3,1.01,"g_257_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('10', '2', '5')_priv_('Q',)_14.0_10_4",take_discard_3,1.01,"g_261_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '5', '6')_priv_('8',)_3.0_A_4",take_discard_3,1.01,"g_262_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '2', 'K')_priv_('4',)_-2.0_4_4",take_discard_3,1.01,"g_263_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('5', '8', 'J')_priv_('9',)_-6.0_K_4",take_discard_3,1.01,"g_267_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('J', 'J', 'J')_priv_('3',)_2.5_J_4",take_discard_3,1.01,"g_269_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('8', 'K', 'K')_priv_('J',)_-4.5_4_4",take_discard_3,1.01,"g_270_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('5', '7', 'K')_priv_('10',)_1.5_2_4",take_discard_3,1.01,"g_271_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '2', '2')_priv_('8',)_-5.0_K_4",take_discard_3,1.01,"g_275_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', '6', '7')_priv_('8',)_-2.0_5_4",take_discard_3,1.01,"g_277_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '5', '7')_priv_('K',)_0.0_4_4",take_discard_3,1.01,"g_278_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', '5', 'A')_priv_('9',)_-5.0_9_4",take_discard_3,1.01,"g_280_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('4', '8', 'K')_priv_('Q',)_11.0_8_4",take_discard_3,1.01,"g_283_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '6', '9')_priv_('6',)_-4.0_2_4",take_discard_3,1.01,"g_286_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '4', '4')_priv_('Q',)_-4.5_10_4",draw_deck_3,1.01,"g_287_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('5', '6', 'J')_priv_('4',)_1.5_A_4",take_discard_3,1.01,"g_288_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '6', 'K')_priv_('10',)_-1.5_5_4",take_discard_3,1.01,"g_290_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', 'A', 'J')_priv_('3',)_-3.0_J_4",draw_deck_flip_3,1.01,"g_291_r_4: {'type': 'draw_deck', 'keep': False, 'flip_position': 3}"
"pub_('5', 'A', 'J')_priv_('4',)_-3.5_6_4",take_discard_3,1.01,"g_293_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('6', '8', 'K')_priv_('10',)_2.5_J_4",take_discard_3,1.01,"g_295_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('6', '9', 'K')_priv_('2',)_6.0_6_4",take_discard_3,1.01,"g_296_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('J', 'K', 'K')_priv_('5',)_-3.0_7_4",draw_deck_3,1.01,"g_298_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('10', '10', 'J')_priv_('9',)_3.5_2_4",take_discard_3,1.01,"g_299_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('5', '8', 'J')_priv_('7',)_1.5_2_4",take_discard_3,1.01,"g_301_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('9', 'J', 'J')_priv_('7',)_-4.0_8_4",take_discard_3,1.01,"g_302_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('6', 'A', 'J')_priv_('4',)_-6.5_9_4",take_discard_3,1.01,"g_306_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '2', '9')_priv_('5',)_-7.0_10_4",take_discard_3,1.01,"g_307_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('6', 'A', 'Q')_priv_('K',)_-4.0_8_4",take_discard_3,1.01,"g_308_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', 'J', 'Q')_priv_('6',)_-1.5_5_4",take_discard_3,1.01,"g_312_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('7', 'J', 'J')_priv_('8',)_-5.0_10_4",take_discard_2,1.01,"g_313_r_4: {'type': 'take_discard', 'position': 2}"
"pub_('3', '6', 'A')_priv_('5',)_-1.5_4_4",draw_deck_3,1.01,"g_315_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
"pub_('7', '8', 'A')_priv_('3',)_8.0_7_4",take_discard_3,1.01,"g_318_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('8', 'Q', 'Q')_priv_('K',)_-0.5_5_4",take_discard_3,1.01,"g_321_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '4', '7')_priv_('A',)_-3.0_3_4",take_discard_3,1.01,"g_322_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('5', '8', '8')_priv_('7',)_-6.0_K_4",take_discard_3,1.01,"g_323_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', '4', '4')_priv_('2',)_-6.5_8_4",take_discard_3,1.01,"g_325_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('2', '7', 'J')_priv_('10',)_-3.5_8_4",take_discard_3,1.01,"g_326_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', '3', 'A')_priv_('8',)_-3.0_8_4",take_discard_3,1.01,"g_330_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('10', '10', '3')_priv_('7',)_4.5_J_4",take_discard_3,1.01,"g_331_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('10', '9', 'K')_priv_('6',)_10.5_9_4",take_discard_3,1.01,"g_332_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('5', '9', 'K')_priv_('4',)_11.5_K_4",take_discard_3,1.01,"g_335_r_4: {'type': 'take_discard', 'position': 3}"
"pub_('3', '8', '9')_priv_('8',)_-8.0_J_4",draw_deck_3,1.01,"g_598_r_4: {'type': 'draw_deck', 'position': 3, 'keep': True}"
